 cenxyz.cvec      radius  cen_line_D sum{s/(area point sourc
    -0.38725     1.44189    -0.43106     2.13924 (mid-point)
    -0.26225     1.46706    -0.30072     2.15772   (sampled)
    -0.13725     1.48562    -0.15036     2.17575 (mid-point)
    -0.01225     1.51086     0.00000     2.19318   (sampled)
     0.11275     1.48525     0.15021     2.21122 (mid-point)
     0.23775     1.46625     0.30041     2.22973   (sampled)
     0.36275     1.44206     0.42995     2.24886 (mid-point)
     0.48775     1.42282     0.55948     2.26851   (sampled)
     0.61275     1.40933     0.68778     2.28855 (mid-point)
     0.73775     1.40081     0.81608     2.30882   (sampled)
     0.86275     1.39581     0.94638     2.32925 (mid-point)
     0.98775     1.39598     1.07669     2.34966   (sampled)
     1.11275     1.40251     1.26074     2.36989 (mid-point)
     1.23775     1.41830     1.44480     2.38967   (sampled)
     1.36275     1.43794     1.57440     2.40891 (mid-point)
     1.48775     1.46287     1.70401     2.42751   (sampled)
     1.61275     1.48955     1.83291     2.44544 (mid-point)
     1.73775     1.51950     1.96180     2.46267   (sampled)
     1.86275     1.53989     2.09662     2.47945 (mid-point)
     1.98775     1.56456     2.23143     2.49571   (sampled)
     2.11275     1.56917     2.38246     2.51187 (mid-point)
     2.23775     1.57997     2.53350     2.52781   (sampled)
     2.36275     1.57719     2.67022     2.54380 (mid-point)
     2.48775     1.57985     2.80695     2.55974   (sampled)
     2.61275     1.54501     2.93999     2.57641 (mid-point)
     2.73775     1.51464     3.07303     2.59375   (sampled)
     2.86275     1.48917     3.20554     2.61170 (mid-point)
     2.98775     1.46913     3.33805     2.63013   (sampled)
     3.11275     1.44861     3.46749     2.64909 (mid-point)
     3.23775     1.43340     3.59693     2.66846   (sampled)
     3.36275     1.40789     3.72269     2.68853 (mid-point)
     3.48775     1.38661     3.84844     2.70923   (sampled)
     3.61275     1.36975     3.97439     2.73043 (mid-point)
     3.73775     1.35775     4.10033     2.75202   (sampled)
     3.86275     1.35032     4.22772     2.77384 (mid-point)
     3.98775     1.34777     4.35510     2.79574   (sampled)
     4.11275     1.34838     4.48297     2.81763 (mid-point)
     4.23775     1.35443     4.61084     2.83932   (sampled)
     4.36275     1.35139     4.93702     2.86110 (mid-point)
     4.48775     1.38362     5.26321     2.88189   (sampled)
     4.61275     1.41287     5.39962     2.90182 (mid-point)
     4.73775     1.44785     5.53604     2.92080   (sampled)
     4.86275     1.48046     5.69940     2.93895 (mid-point)
     4.98775     1.51957     5.86275     2.95618   (sampled)
     5.11275     1.52609     5.99322     2.97327 (mid-point)
     5.23775     1.53705     6.12370     2.99011   (sampled)
     5.36275     1.53519     6.25918     3.00699 (mid-point)
     5.48775     1.53891     6.39466     3.02379   (sampled)
     5.61275     1.54795     6.53139     3.04040 (mid-point)
     5.73775     1.56163     6.66812     3.05672   (sampled)
     5.86275     1.58104     6.80481     3.07263 (mid-point)
     5.98775     1.60537     6.94150     3.08807   (sampled)
     6.11275     1.60911     7.07758     3.10344 (mid-point)
     6.23775     1.61161     7.21366     3.11876   (sampled)
     6.36275     1.57513     7.34122     3.13479 (mid-point)
     6.48775     1.54310     7.46879     3.15150   (sampled)
     6.61275     1.51381     7.69724     3.16887 (mid-point)
     6.73775     1.50055     7.92570     3.18654   (sampled)
     6.86275     1.47398     8.14427     3.20485 (mid-point)
     6.98775     1.46217     8.36284     3.22346   (sampled)
     7.11275     1.45459     8.49021     3.24227 (mid-point)
     7.23775     1.45117     8.61757     3.26116   (sampled)
     7.36275     1.43112     8.74615     3.28059 (mid-point)
     7.48775     1.41602     8.87472     3.30043   (sampled)
     7.61275     1.39387     9.00468     3.32091 (mid-point)
     7.73775     1.37185     9.13464     3.34205   (sampled)
     7.86275     1.34652     9.26241     3.36400 (mid-point)
     7.98775     1.32572     9.39018     3.38664   (sampled)
     8.11275     1.31200     9.51956     3.40975 (mid-point)
     8.23775     1.30388     9.64895     3.43316   (sampled)
     8.36275     1.29940     9.77682     3.45672 (mid-point)
     8.48775     1.29990     9.90469     3.48027   (sampled)
     8.61275     1.29483    10.03087     3.50400 (mid-point)
     8.73775     1.29440    10.15705     3.52775   (sampled)
     8.86275     1.27432    10.29552     3.55225 (mid-point)
     8.98775     1.25531    10.43399     3.57750   (sampled)
     9.11275     1.23197    10.56959     3.60372 (mid-point)
     9.23775     1.21421    10.70519     3.63070   (sampled)
     9.36275     1.20398    10.83920     3.65815 (mid-point)
     9.48775     1.19928    10.97320     3.68582   (sampled)
     9.61275     1.20094    11.10770     3.71341 (mid-point)
     9.73775     1.20761    11.24219     3.74069   (sampled)
     9.86275     1.22156    11.37663     3.76735 (mid-point)
     9.98775     1.24039    11.51108     3.79321   (sampled)
    10.11275     1.26529    11.64615     3.81807 (mid-point)
    10.23775     1.29612    11.78122     3.84175   (sampled)
    10.36275     1.31866    11.91100     3.86463 (mid-point)
    10.48775     1.34587    12.04077     3.88660   (sampled)
    10.61275     1.37263    12.17223     3.90772 (mid-point)
    10.73775     1.40456    12.30368     3.92789   (sampled)
    10.86275     1.44161    12.43447     3.94703 (mid-point)
    10.98775     1.48234    12.56526     3.96514   (sampled)
    11.11275     1.49602    12.70579     3.98292 (mid-point)
    11.23775     1.51571    12.84631     4.00024   (sampled)
    11.36275     1.51926    12.98605     4.01748 (mid-point)
    11.48775     1.52653    13.12579     4.03455   (sampled)
    11.61275     1.53569    13.26420     4.05142 (mid-point)
    11.73775     1.55082    13.40260     4.06797   (sampled)
    11.86275     1.57133    13.54044     4.08408 (mid-point)
    11.98775     1.59720    13.67827     4.09968   (sampled)
    12.11275     1.61669    13.81183     4.11490 (mid-point)
    12.23775     1.64113    13.94539     4.12967   (sampled)
    12.36275     1.67159    14.07907     4.14391 (mid-point)
    12.48775     1.70677    14.21275     4.15757   (sampled)
    12.61275     1.73921    14.48344     4.17073 (mid-point)
    12.73775     1.79237    14.75413     4.18311   (sampled)
    12.86275     1.84372    14.89615     4.19482 (mid-point)
    12.98775     1.90000    15.03817     4.20584   (sampled)
    13.11275     1.95457    15.17083     4.21625 (mid-point)
    13.23775     2.01307    15.30348     4.22607   (sampled)
    13.36275     2.07475    15.43600     4.23531 (mid-point)
    13.48775     2.14000    15.56852     4.24400   (sampled)
    13.61275     2.20968    15.70079     4.25215 (mid-point)
    13.73775     2.28190    15.83306     4.25979   (sampled)
    13.86275     2.35730    15.96515     4.26695 (mid-point)
    13.98775     2.43473    16.09725     4.27367   (sampled)
    14.11275     2.51599    16.22949     4.27995 (mid-point)
    14.23775     2.59900    16.36174     4.28584   (sampled)
    14.36275     2.67174    16.48976     4.29142 (mid-point)
    14.48775     2.74491    16.61779     4.29670   (sampled)
    14.61275     2.81241    16.74506     4.30173 (mid-point)
    14.73775     2.88248    16.87233     4.30652   (sampled)
    14.86275     2.95479    16.99958     4.31107 (mid-point)
    14.98775     3.02884    17.12683     4.31541   (sampled)
    15.11275     3.10607    17.25411     4.31953 (mid-point)
    15.23775     3.18542    17.38139     4.32346   (sampled)
    15.36275     3.26637    17.50848     4.32718 (mid-point)
    15.48775     3.34924    17.63557     4.33073   (sampled)
    15.61275     3.43457    17.76299     4.33411 (mid-point)
    15.73775     3.52001    17.89041     4.33732   (sampled)
    15.86275     3.60933    18.01770     4.34037 (mid-point)
    15.98775     3.70018    18.14500     4.34328   (sampled)
    16.11275     3.79171    18.27221     4.34604 (mid-point)
    16.23775     3.88464    18.39942     4.34868   (sampled)
    16.36275     3.97891    18.52667     4.35119 (mid-point)
    16.48775     4.07416    18.65393     4.35359   (sampled)
    16.61275     4.17097    18.78149     4.35588 (mid-point)
    16.73775     4.26850    18.90905     4.35806   (sampled)
    16.86275     4.36754    19.03606     4.36015 (mid-point)
    16.98775     4.46761    19.16306     4.36214   (sampled)
    17.11275     4.56888    19.29056     4.36405 (mid-point)
    17.23775     4.67030    19.41805     4.36587   (sampled)
    17.36275     4.77309    19.54556     4.36762 (mid-point)
    17.48775     4.87662    19.67307     4.36929   (sampled)
